display_term,occurrence_count,key
signal,6,Bleak House
short,6,A Christmas Carol
shrugging,6,Oliver Twist
shrinking,6,Oliver Twist
shrinking,6,Great Expectations
shrewd,6,Bleak House
showing,6,The Mystery of Edwin Drood
silk,6,Little Dorrit
silk,6,Oliver Twist
shell,6,Little Dorrit
sheets,6,Little Dorrit
sheep,6,Great Expectations
shed,6,Great Expectations
sharply,6,Little Dorrit
share,6,The Mystery of Edwin Drood
shape,6,A Christmas Carol
shock,6,Great Expectations
shivering,6,Oliver Twist
shoemaker's,6,A Tale of Two Cities
shoot,6,Great Expectations
sherry,6,Great Expectations
shilling,6,Little Dorrit
shipwreck,6,Bleak House
shake,6,A Tale of Two Cities
shaken,6,A Tale of Two Cities
sex,6,The Mystery of Edwin Drood
severely,6,Bleak House
sex,6,Bleak House
shaded,6,Bleak House
sessions,6,Oliver Twist
services,6,Great Expectations
settled,6,Oliver Twist
sets,6,The Mystery of Edwin Drood
seventeen,6,The Mystery of Edwin Drood
sentiment,6,Great Expectations
sentiment,6,The Mystery of Edwin Drood
sentence,6,A Tale of Two Cities
sensitive,6,Bleak House
series,6,Bleak House
separation,6,Great Expectations
separated,6,Bleak House
seated,6,The Mystery of Edwin Drood
seats,6,The Mystery of Edwin Drood
secrecy,6,Little Dorrit
secondly,6,Great Expectations
secondly,6,Little Dorrit
secrets,6,Oliver Twist
search,6,A Tale of Two Cities
sees,6,Little Dorrit
seldom,6,A Tale of Two Cities
seeking,6,A Tale of Two Cities
secured,6,Little Dorrit
select,6,Little Dorrit
scarecrows,6,A Tale of Two Cities
savage,6,Little Dorrit
saved,6,Oliver Twist
satisfactory,6,The Mystery of Edwin Drood
saturday,6,Bleak House
score,6,The Mystery of Edwin Drood
scorn,6,Bleak House
score,6,A Tale of Two Cities
scheme,6,Great Expectations
scent,6,Oliver Twist
scented,6,Great Expectations
scholar,6,Great Expectations
scrap,6,Bleak House
scrape,6,Bleak House
screaming,6,Oliver Twist
romantic,6,The Mystery of Edwin Drood
romance,6,Little Dorrit
rolling,6,Oliver Twist
rode,6,Bleak House
roast,6,The Mystery of Edwin Drood
rock,6,A Tale of Two Cities
rob,6,Great Expectations
robbed,6,Bleak House
ruin,6,The Mystery of Edwin Drood
ruined,6,Great Expectations
rugg's,6,Little Dorrit
rugged,6,Little Dorrit
ruddy,6,A Christmas Carol
rueful,6,Oliver Twist
ruffian,6,Oliver Twist
rows,6,Bleak House
royal,6,The Mystery of Edwin Drood
rubbed,6,Oliver Twist
rousing,6,Oliver Twist
rouge,6,Bleak House
rum,6,Little Dorrit
rum,6,Bleak House
rule,6,The Mystery of Edwin Drood
ruins,6,Bleak House
rush,6,Great Expectations
rung,6,Bleak House
rush,6,The Mystery of Edwin Drood
rushing,6,Great Expectations
rust,6,A Tale of Two Cities
sacrifice,6,A Tale of Two Cities
safely,6,Bleak House
sad,6,A Tale of Two Cities
rushing,6,Oliver Twist
rustic,6,Bleak House
rusty,6,Great Expectations
rusty,6,A Tale of Two Cities
sally,6,Oliver Twist
saffron,6,Oliver Twist
sanctuary,6,Bleak House
saluted,6,Little Dorrit
risen,6,A Tale of Two Cities
rival,6,Little Dorrit
richer,6,Bleak House
rightly,6,Little Dorrit
rewarded,6,Little Dorrit
retreat,6,Bleak House
retorted,6,A Tale of Two Cities
retiring,6,The Mystery of Edwin Drood
retiring,6,Bleak House
retorted,6,The Mystery of Edwin Drood
returning,6,Oliver Twist
restore,6,Bleak House
resume,6,Bleak House
result,6,A Tale of Two Cities
result,6,Bleak House
retire,6,Little Dorrit
retire,6,Oliver Twist
resurrection,6,A Tale of Two Cities
resumes,6,The Mystery of Edwin Drood
resuming,6,Bleak House
resting,6,Oliver Twist
resting,6,The Mystery of Edwin Drood
restless,6,The Mystery of Edwin Drood
resting,6,A Tale of Two Cities
rested,6,Oliver Twist
responsible,6,Great Expectations
responsibility,6,Little Dorrit
responded,6,Little Dorrit
respected,6,Bleak House
requires,6,Little Dorrit
reputation,6,A Tale of Two Cities
required,6,The Mystery of Edwin Drood
require,6,The Mystery of Edwin Drood
resentment,6,Little Dorrit
respect,6,The Mystery of Edwin Drood
resource,6,The Mystery of Edwin Drood
resignation,6,Bleak House
residence,6,Oliver Twist
resolution,6,Great Expectations
resist,6,Little Dorrit
pulling,6,Little Dorrit
pulling,6,Bleak House
punch,6,Great Expectations
punctual,6,Bleak House
punishment,6,Oliver Twist
pupils,6,Bleak House
pure,6,Little Dorrit
prudent,6,Little Dorrit
protest,6,A Tale of Two Cities
protest,6,Bleak House
protested,6,Little Dorrit
prosperity,6,Little Dorrit
protection,6,Oliver Twist
proposed,6,Great Expectations
prospects,6,Little Dorrit
prosperous,6,Bleak House
prospects,6,Bleak House
propriety,6,Little Dorrit
prose,6,Bleak House
pursued,6,A Christmas Carol
pursuit,6,Great Expectations
pushing,6,Bleak House
purposes,6,Little Dorrit
putting,6,A Christmas Carol
quarter,6,A Christmas Carol
quoth,6,Bleak House
quivered,6,Little Dorrit
rage,6,Bleak House
quickness,6,Bleak House
quarters,6,Bleak House
questions,6,The Mystery of Edwin Drood
profit,6,Bleak House
profession,6,A Tale of Two Cities
progress,6,The Mystery of Edwin Drood
projects,6,Little Dorrit
prolonged,6,Great Expectations
promised,6,Oliver Twist
promising,6,Bleak House
proofs,6,Oliver Twist
prongs,6,Little Dorrit
proceeded,6,Great Expectations
proceeding,6,Great Expectations
proceeding,6,Little Dorrit
proceedings,6,Great Expectations
proceedings,6,Little Dorrit
proceedings,6,A Tale of Two Cities
producing,6,Bleak House
produces,6,Bleak House
produce,6,Bleak House
privately,6,Little Dorrit
probable,6,Oliver Twist
probabilities,6,Little Dorrit
privilege,6,Bleak House
principles,6,Little Dorrit
prison-ship,6,Great Expectations
prepared,6,The Mystery of Edwin Drood
prepossessing,6,Little Dorrit
prerogative,6,Oliver Twist
prepared,6,A Tale of Two Cities
preparations,6,Oliver Twist
prepare,6,Little Dorrit
preparation,6,Little Dorrit
premises,6,The Mystery of Edwin Drood
prentice,6,Oliver Twist
precisely,6,Oliver Twist
precise,6,Oliver Twist
precious,6,The Mystery of Edwin Drood
preserve,6,Bleak House
president,6,Little Dorrit
pressed,6,Oliver Twist
pressure,6,Great Expectations
presume,6,Little Dorrit
prevented,6,Little Dorrit
prevented,6,Oliver Twist
previous,6,Great Expectations
pretensions,6,Little Dorrit
price,6,A Tale of Two Cities
previously,6,Little Dorrit
previously,6,Oliver Twist
prey,6,Little Dorrit
rate,6,Oliver Twist
rash,6,Little Dorrit
rapture,6,Bleak House
rapidly,6,Oliver Twist
rang,6,Oliver Twist
rank,6,Great Expectations
rampage,6,Great Expectations
readily,6,A Tale of Two Cities
reappeared,6,Great Expectations
rays,6,Great Expectations
ray,6,Little Dorrit
rattled,6,Oliver Twist
rattles,6,Bleak House
recovers,6,Bleak House
recovery,6,Little Dorrit
recommended,6,Little Dorrit
recommendation,6,Great Expectations
recommendation,6,Little Dorrit
record,6,A Tale of Two Cities
refer,6,A Tale of Two Cities
referred,6,Oliver Twist
receipt,6,Great Expectations
recently,6,Oliver Twist
recall,6,Great Expectations
reassured,6,Bleak House
reassured,6,Little Dorrit
recognised,6,Oliver Twist
reclaimed,6,Little Dorrit
reception,6,A Tale of Two Cities
refreshed,6,Bleak House
refreshment,6,Great Expectations
refuge,6,Little Dorrit
refuse,6,Oliver Twist
regard,6,The Mystery of Edwin Drood
regarded,6,A Tale of Two Cities
regarded,6,Bleak House
rejoiced,6,Bleak House
regions,6,Bleak House
region,6,Little Dorrit
remarkably,6,Bleak House
relieve,6,Great Expectations
relieved,6,A Tale of Two Cities
rely,6,Little Dorrit
related,6,Little Dorrit
relate,6,Bleak House
relief,6,The Mystery of Edwin Drood
renew,6,Bleak House
repaired,6,Oliver Twist
repair,6,Bleak House
repairs,6,The Mystery of Edwin Drood
reminded,6,A Tale of Two Cities
remembrances,6,Bleak House
remembrance,6,The Mystery of Edwin Drood
remote,6,Little Dorrit
remote,6,The Mystery of Edwin Drood
remotest,6,Bleak House
removal,6,Bleak House
removal,6,Little Dorrit
remonstrated,6,Oliver Twist
remonstrates,6,Bleak House
representing,6,The Mystery of Edwin Drood
repetition,6,Little Dorrit
path,6,Little Dorrit
paths,6,Little Dorrit
passages,6,Great Expectations
partnership,6,Little Dorrit
passionate,6,Bleak House
passion,6,Great Expectations
passionately,6,Oliver Twist
parlour,6,A Christmas Carol
parents,6,Oliver Twist
parents,6,The Mystery of Edwin Drood
parapet,6,Oliver Twist
parcel,6,Oliver Twist
parchment,6,Bleak House
parties,6,The Mystery of Edwin Drood
partner,6,Great Expectations
particulars,6,Bleak House
parted,6,A Tale of Two Cities
partake,6,Bleak House
pauper,6,Oliver Twist
patted,6,Bleak House
pattern,6,Bleak House
patted,6,Little Dorrit
peel,6,Oliver Twist
peeps,6,Bleak House
peeped,6,Little Dorrit
peeping,6,Bleak House
pears,6,Little Dorrit
peasant,6,Little Dorrit
perception,6,Bleak House
perceive,6,A Tale of Two Cities
pentonville,6,Oliver Twist
pepper,6,Great Expectations
pen,6,Oliver Twist
pencil,6,Bleak House
pence,6,The Mystery of Edwin Drood
pen,6,A Tale of Two Cities
peerage,6,Bleak House
peffer,6,Bleak House
overpowered,6,Oliver Twist
owe,6,Great Expectations
owe,6,Little Dorrit
owe,6,The Mystery of Edwin Drood
owner,6,A Tale of Two Cities
o’clock,6,The Mystery of Edwin Drood
oyster,6,Bleak House
paces,6,Bleak House
pace,6,The Mystery of Edwin Drood
packet,6,A Tale of Two Cities
panting,6,Bleak House
panting,6,Oliver Twist
papers,6,The Mystery of Edwin Drood
palm,6,Little Dorrit
panco,6,Little Dorrit
painful,6,A Tale of Two Cities
page,6,Great Expectations
padrona,6,Little Dorrit
pages,6,Bleak House
paint,6,Bleak House
palace,6,A Tale of Two Cities
ours,6,Little Dorrit
original,6,The Mystery of Edwin Drood
organ,6,Little Dorrit
orders,6,Bleak House
orderly,6,Bleak House
originated,6,Little Dorrit
originally,6,Bleak House
originated,6,Bleak House
opposition,6,Bleak House
oppressed,6,A Tale of Two Cities
oppressive,6,Little Dorrit
prayer,6,A Tale of Two Cities
praises,6,Little Dorrit
poultry,6,Little Dorrit
pots,6,Oliver Twist
potatoes,6,Bleak House
posture,6,Little Dorrit
poured,6,Bleak House
pork,6,Bleak House
poorly,6,Bleak House
population,6,Little Dorrit
porter,6,Great Expectations
possibility,6,The Mystery of Edwin Drood
possessed,6,Little Dorrit
possessed,6,The Mystery of Edwin Drood
possibility,6,Little Dorrit
polite,6,A Tale of Two Cities
polite,6,The Mystery of Edwin Drood
pondering,6,Bleak House
pondering,6,Little Dorrit
poorer,6,Bleak House
pooh,6,Oliver Twist
points,6,A Tale of Two Cities
police,6,Great Expectations
pockets,6,The Mystery of Edwin Drood
points,6,Oliver Twist
points,6,The Mystery of Edwin Drood
playing,6,Great Expectations
pleased,6,A Tale of Two Cities
pleasure,6,A Christmas Carol
pine,6,Little Dorrit
piece,6,A Christmas Carol
pie-shop,6,Little Dorrit
pigeons,6,Great Expectations
pile,6,Little Dorrit
piles,6,Little Dorrit
pillar,6,Bleak House
placid,6,Great Expectations
placid,6,Little Dorrit
pistol,6,Bleak House
pitiful,6,Little Dorrit
pitied,6,Bleak House
plans,6,Great Expectations
planted,6,Oliver Twist
plants,6,Bleak House
playful,6,Bleak House
phenomenon,6,Bleak House
petition,6,Little Dorrit
petition,6,A Tale of Two Cities
pervading,6,Little Dorrit
phrase,6,Bleak House
physical,6,Little Dorrit
picking,6,A Tale of Two Cities
pick,6,Oliver Twist
permit,6,Bleak House
period,6,A Tale of Two Cities
permission,6,The Mystery of Edwin Drood
permission,6,A Tale of Two Cities
period,6,Oliver Twist
periods,6,Bleak House
persons,6,Great Expectations
personally,6,Bleak House
personal,6,The Mystery of Edwin Drood
person,6,A Christmas Carol
persuaded,6,Oliver Twist
perspiration,6,Oliver Twist
mortal,6,Oliver Twist
moreover,6,Little Dorrit
morgan,6,Bleak House
moral,6,The Mystery of Edwin Drood
mortal,6,Great Expectations
morsel,6,Little Dorrit
morrow,6,A Christmas Carol
mourning,6,Great Expectations
mourning,6,A Tale of Two Cities
motioned,6,Oliver Twist
motherly,6,Bleak House
multitude,6,A Tale of Two Cities
murdered,6,Bleak House
murderous,6,Bleak House
murmured,6,A Tale of Two Cities
music,6,A Christmas Carol
music,6,A Tale of Two Cities
move,6,A Tale of Two Cities
muffled,6,Little Dorrit
mug,6,Great Expectations
mule,6,Little Dorrit
moodily,6,Bleak House
moonlight,6,A Tale of Two Cities
moonlight,6,Little Dorrit
moral,6,A Tale of Two Cities
monastery,6,The Mystery of Edwin Drood
modest,6,The Mystery of Edwin Drood
modest,6,Bleak House
mist,6,A Christmas Carol
misgivings,6,Little Dorrit
mists,6,Little Dorrit
mistrust,6,Bleak House
mistaken,6,A Tale of Two Cities
mode,6,Bleak House
mixture,6,Bleak House
miles,6,A Tale of Two Cities
midnight,6,Bleak House
midnight,6,The Mystery of Edwin Drood
message,6,Oliver Twist
messrs,6,Oliver Twist
met,6,A Christmas Carol
minor,6,Bleak House
mirrors,6,Bleak House
milk,6,Bleak House
minds,6,A Tale of Two Cities
mingled,6,A Tale of Two Cities
meeting,6,Great Expectations
memorandum,6,The Mystery of Edwin Drood
men's,6,Little Dorrit
mental,6,Bleak House
mercy,6,Great Expectations
mercenary,6,Little Dorrit
mentioned,6,Oliver Twist
meanwhile,6,A Tale of Two Cities
measure,6,Oliver Twist
means,6,A Christmas Carol
meanness,6,Little Dorrit
meat,6,Bleak House
mechanical,6,Great Expectations
mechanically,6,Little Dorrit
medicine,6,Oliver Twist
meal,6,Bleak House
mean,6,A Christmas Carol
matters,6,A Tale of Two Cities
matters,6,Great Expectations
news,6,The Mystery of Edwin Drood
newspaper,6,Oliver Twist
niece,6,Bleak House
neighborhood,6,Oliver Twist
neighbourhood,6,A Tale of Two Cities
nemo,6,Bleak House
nevertheless,6,The Mystery of Edwin Drood
nimrod,6,Bleak House
nimble,6,Little Dorrit
nod,6,Little Dorrit
noble,6,Oliver Twist
noon,6,Little Dorrit
noon,6,Oliver Twist
nonsense,6,A Tale of Two Cities
nods,6,The Mystery of Edwin Drood
mutual,6,Bleak House
mutton,6,Little Dorrit
mysteriously,6,Little Dorrit
mysterious,6,A Tale of Two Cities
mustn't,6,Great Expectations
mustn’t,6,Little Dorrit
muttering,6,Great Expectations
muskets,6,Great Expectations
musical,6,The Mystery of Edwin Drood
musing,6,Little Dorrit
narrative,6,Great Expectations
narrative,6,Oliver Twist
nation,6,Little Dorrit
native,6,A Tale of Two Cities
native,6,Oliver Twist
named,6,The Mystery of Edwin Drood
names,6,A Tale of Two Cities
needn’t,6,The Mystery of Edwin Drood
needle,6,Bleak House
neglect,6,Oliver Twist
neckerchief,6,Oliver Twist
nature,6,A Christmas Carol
nay,6,Bleak House
nearest,6,Great Expectations
objectionable,6,Little Dorrit
objections,6,Bleak House
oblige,6,Bleak House
obliging,6,Little Dorrit
obliged,6,A Tale of Two Cities
observes,6,The Mystery of Edwin Drood
observe,6,The Mystery of Edwin Drood
observe,6,Great Expectations
noticing,6,Great Expectations
notes,6,A Tale of Two Cities
numerous,6,Bleak House
offensive,6,Bleak House
offering,6,Bleak House
offence,6,Oliver Twist
off-hand,6,Bleak House
odds,6,Bleak House
oddity,6,Little Dorrit
occurrence,6,Bleak House
ocean,6,A Tale of Two Cities
occupy,6,Little Dorrit
occupy,6,Bleak House
opened,6,A Christmas Carol
openly,6,Great Expectations
openly,6,The Mystery of Edwin Drood
operation,6,Little Dorrit
older,6,Oliver Twist
oldest,6,Bleak House
official,6,Oliver Twist
leaning,6,The Mystery of Edwin Drood
learn,6,Great Expectations
learnt,6,Little Dorrit
lawyer,6,Great Expectations
leading,6,A Tale of Two Cities
level,6,The Mystery of Edwin Drood
let's,6,Bleak House
lets,6,Bleak House
lend,6,Great Expectations
lap,6,Great Expectations
lap,6,Little Dorrit
lantern,6,The Mystery of Edwin Drood
laughing,6,A Tale of Two Cities
later,6,A Tale of Two Cities
lattice,6,Bleak House
land,6,Great Expectations
lamented,6,Little Dorrit
landing,6,Bleak House
language,6,A Tale of Two Cities
lanes,6,The Mystery of Edwin Drood
ladder,6,Oliver Twist
labyrinth,6,Little Dorrit
jenny's,6,Bleak House
jelly,6,Little Dorrit
jerked,6,Little Dorrit
jarred,6,Little Dorrit
jo's,6,Bleak House
job,6,A Tale of Two Cities
jewels,6,Great Expectations
jewels,6,Little Dorrit
join,6,Oliver Twist
joined,6,Little Dorrit
judged,6,Great Expectations
judges,6,A Tale of Two Cities
judge,6,The Mystery of Edwin Drood
journeyman,6,Great Expectations
joy,6,A Tale of Two Cities
jolly,6,The Mystery of Edwin Drood
joke,6,The Mystery of Edwin Drood
juvenile,6,Bleak House
justified,6,Little Dorrit
jury,6,Oliver Twist
knocks,6,Bleak House
knot,6,Little Dorrit
knows,6,A Christmas Carol
knuckles,6,Bleak House
knitted,6,The Mystery of Edwin Drood
knock,6,Great Expectations
kill,6,A Tale of Two Cities
kissed,6,Great Expectations
kinsman,6,Bleak House
kiss,6,Oliver Twist
kinds,6,Great Expectations
kinds,6,Little Dorrit
kindness,6,Oliver Twist
keenly,6,Great Expectations
keen,6,Little Dorrit
keeping,6,The Mystery of Edwin Drood
kerrig,6,Bleak House
keys,6,Little Dorrit
keyhole,6,Little Dorrit
kettle,6,Little Dorrit
kicking,6,Oliver Twist
lift,6,A Tale of Two Cities
lift,6,Little Dorrit
liberal,6,Great Expectations
liberal,6,Little Dorrit
lighting,6,Great Expectations
lighted,6,A Christmas Carol
lightened,6,Little Dorrit
likes,6,Little Dorrit
likes,6,Oliver Twist
likeness,6,A Tale of Two Cities
liked,6,The Mystery of Edwin Drood
listen,6,Great Expectations
listener,6,Oliver Twist
lived,6,A Christmas Carol
limekiln,6,Great Expectations
lines,6,The Mystery of Edwin Drood
linger,6,Bleak House
lingering,6,Oliver Twist
louder,6,Little Dorrit
loud,6,Great Expectations
lord,6,A Christmas Carol
lords,6,A Tale of Two Cities
looking-glass,6,Little Dorrit
loo,6,A Tale of Two Cities
load,6,Bleak House
lives,6,The Mystery of Edwin Drood
lived,6,The Mystery of Edwin Drood
loaded,6,A Tale of Two Cities
lodges,6,Bleak House
lodging,6,A Tale of Two Cities
lofty,6,Bleak House
maids,6,Little Dorrit
maid,6,The Mystery of Edwin Drood
magic,6,Little Dorrit
madam,6,Bleak House
mad,6,The Mystery of Edwin Drood
lowered,6,Little Dorrit
lower,6,The Mystery of Edwin Drood
loves,6,A Tale of Two Cities
lover,6,The Mystery of Edwin Drood
luggage,6,Oliver Twist
lumbering,6,A Tale of Two Cities
lungs,6,The Mystery of Edwin Drood
master's,6,Bleak House
massive,6,Great Expectations
massive,6,Little Dorrit
matrimonial,6,Little Dorrit
match,6,The Mystery of Edwin Drood
material,6,Bleak House
marrying,6,Bleak House
married,6,The Mystery of Edwin Drood
marked,6,A Tale of Two Cities
mark,6,The Mystery of Edwin Drood
marks,6,A Tale of Two Cities
marks,6,Great Expectations
marks,6,Little Dorrit
maroon,6,Little Dorrit
mankind,6,The Mystery of Edwin Drood
manifested,6,Little Dorrit
mantle,6,Little Dorrit
manage,6,Bleak House
youngest,6,Little Dorrit
yourn,6,Great Expectations
younger,6,Oliver Twist
you’ve,6,Little Dorrit
yonder,6,Bleak House
yonder,6,Little Dorrit
zealous,6,Bleak House
wrapped,6,A Tale of Two Cities
wretch,6,Bleak House
wretched,6,The Mystery of Edwin Drood
writes,6,Great Expectations
